# CONTAINER INSTRUMENTATION (gen/opt_bench.sh); ratios of per-case medians inside one process (and, *_min, of per-case minima); < 1 means fewer CPU ns than the denominator; empty = arm not run
file	input	dir	mode	incumbent_prod_median_ns	armonik/inc	core-native/inc	core-ffi/inc	core-ffi-pull/inc	core-ffi/core-native	core-native/inc_min	core-ffi/inc_min
codec-U	U-element-u-packed	decode-read	retain	2002.1	1.013	0.868	1.091	1.107	1.257	0.852	1.068
codec-U	U-nested-all	encode	drop	245.2	1.058	0.200	0.331		1.659	0.202	0.332
codec-U	U-nested-all	encode	retain	245.2	1.058	0.238	0.393		1.647	0.250	0.408
codec-U	U-wire-ListProbeResponse-probes-as-wt1	encode	drop						1.657		
codec-U	U-wire-ListProbeResponse-probes-as-wt1	encode	retain						1.448		
codec-U	U-leaf-all	decode-read	drop	468.2	0.984	0.632	0.658	0.728	1.042	0.633	0.699
codec-U	U-leaf-all	decode-read	retain	468.2	0.984	1.400	1.776	1.833	1.269	1.381	1.858
codec-U	U-wire-DualResponse-left-as-wt1	decode-read	drop						1.214		
codec-U	U-wire-DualResponse-left-as-wt1	decode-read	retain						1.322		
codec-U	U-leaf-u-varint	encode	drop	244.7	1.069	0.204	0.340		1.666	0.201	0.329
codec-U	U-leaf-u-varint	encode	retain	244.7	1.069	0.266	0.371		1.397	0.244	0.361
codec-U	U-oneof-all	decode-read	drop	216.4	0.956	0.601	0.653	0.731	1.087	0.592	0.655
codec-U	U-oneof-all	decode-read	retain	216.4	0.956	1.100	1.747	1.811	1.588	1.100	1.753
codec-U	U-wire-ListProbeResponse-probes-as-wt5	decode	drop						1.146		
codec-U	U-wire-ListProbeResponse-probes-as-wt5	decode	retain						1.282		
